,file_name,actor,emotions,emotion_id,statement,image_path
122,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-03-01-02-01-08.wav,8,happy,3,2,data/images/03-01-03-01-02-01-08.png
123,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-04-01-02-01-08.wav,8,sad,4,2,data/images/03-01-04-01-02-01-08.png
124,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-05-01-02-01-08.wav,8,angry,5,2,data/images/03-01-05-01-02-01-08.png
125,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-06-01-02-01-08.wav,8,fear,6,2,data/images/03-01-06-01-02-01-08.png
126,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-07-01-02-01-08.wav,8,disgust,7,2,data/images/03-01-07-01-02-01-08.png
127,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-08-01-02-01-08.wav,8,surprise,8,2,data/images/03-01-08-01-02-01-08.png
128,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-01-01-01-01-09.wav,9,neutral,1,1,data/images/03-01-01-01-01-01-09.png
129,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-02-01-01-01-09.wav,9,calm,2,1,data/images/03-01-02-01-01-01-09.png
130,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-03-01-01-01-09.wav,9,happy,3,1,data/images/03-01-03-01-01-01-09.png
131,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-04-01-01-01-09.wav,9,sad,4,1,data/images/03-01-04-01-01-01-09.png
132,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-05-01-01-01-09.wav,9,angry,5,1,data/images/03-01-05-01-01-01-09.png
133,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-06-01-01-01-09.wav,9,fear,6,1,data/images/03-01-06-01-01-01-09.png
134,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-07-01-01-01-09.wav,9,disgust,7,1,data/images/03-01-07-01-01-01-09.png
135,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-08-01-01-01-09.wav,9,surprise,8,1,data/images/03-01-08-01-01-01-09.png
136,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-01-01-02-01-09.wav,9,neutral,1,2,data/images/03-01-01-01-02-01-09.png
137,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-02-01-02-01-09.wav,9,calm,2,2,data/images/03-01-02-01-02-01-09.png
138,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-03-01-02-01-09.wav,9,happy,3,2,data/images/03-01-03-01-02-01-09.png
139,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-04-01-02-01-09.wav,9,sad,4,2,data/images/03-01-04-01-02-01-09.png
140,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-05-01-02-01-09.wav,9,angry,5,2,data/images/03-01-05-01-02-01-09.png
141,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-06-01-02-01-09.wav,9,fear,6,2,data/images/03-01-06-01-02-01-09.png
142,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-07-01-02-01-09.wav,9,disgust,7,2,data/images/03-01-07-01-02-01-09.png
143,data/speech-emotion-recognition-ravdess-data/Actor_09/03-01-08-01-02-01-09.wav,9,surprise,8,2,data/images/03-01-08-01-02-01-09.png
144,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-01-01-01-01-10.wav,10,neutral,1,1,data/images/03-01-01-01-01-01-10.png
145,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-02-01-01-01-10.wav,10,calm,2,1,data/images/03-01-02-01-01-01-10.png
146,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-03-01-01-01-10.wav,10,happy,3,1,data/images/03-01-03-01-01-01-10.png
147,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-04-01-01-01-10.wav,10,sad,4,1,data/images/03-01-04-01-01-01-10.png
148,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-05-01-01-01-10.wav,10,angry,5,1,data/images/03-01-05-01-01-01-10.png
149,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-06-01-01-01-10.wav,10,fear,6,1,data/images/03-01-06-01-01-01-10.png
150,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-07-01-01-01-10.wav,10,disgust,7,1,data/images/03-01-07-01-01-01-10.png
151,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-08-01-01-01-10.wav,10,surprise,8,1,data/images/03-01-08-01-01-01-10.png
152,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-01-01-02-01-10.wav,10,neutral,1,2,data/images/03-01-01-01-02-01-10.png
153,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-02-01-02-01-10.wav,10,calm,2,2,data/images/03-01-02-01-02-01-10.png
154,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-03-01-02-01-10.wav,10,happy,3,2,data/images/03-01-03-01-02-01-10.png
155,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-04-01-02-01-10.wav,10,sad,4,2,data/images/03-01-04-01-02-01-10.png
156,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-05-01-02-01-10.wav,10,angry,5,2,data/images/03-01-05-01-02-01-10.png
157,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-06-01-02-01-10.wav,10,fear,6,2,data/images/03-01-06-01-02-01-10.png
158,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-07-01-02-01-10.wav,10,disgust,7,2,data/images/03-01-07-01-02-01-10.png
159,data/speech-emotion-recognition-ravdess-data/Actor_10/03-01-08-01-02-01-10.wav,10,surprise,8,2,data/images/03-01-08-01-02-01-10.png
160,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-01-01-01-01-11.wav,11,neutral,1,1,data/images/03-01-01-01-01-01-11.png
161,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-02-01-01-01-11.wav,11,calm,2,1,data/images/03-01-02-01-01-01-11.png
162,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-03-01-01-01-11.wav,11,happy,3,1,data/images/03-01-03-01-01-01-11.png
163,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-04-01-01-01-11.wav,11,sad,4,1,data/images/03-01-04-01-01-01-11.png
164,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-05-01-01-01-11.wav,11,angry,5,1,data/images/03-01-05-01-01-01-11.png
165,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-06-01-01-01-11.wav,11,fear,6,1,data/images/03-01-06-01-01-01-11.png
166,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-07-01-01-01-11.wav,11,disgust,7,1,data/images/03-01-07-01-01-01-11.png
167,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-08-01-01-01-11.wav,11,surprise,8,1,data/images/03-01-08-01-01-01-11.png
168,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-01-01-02-01-11.wav,11,neutral,1,2,data/images/03-01-01-01-02-01-11.png
169,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-02-01-02-01-11.wav,11,calm,2,2,data/images/03-01-02-01-02-01-11.png
170,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-03-01-02-01-11.wav,11,happy,3,2,data/images/03-01-03-01-02-01-11.png
171,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-04-01-02-01-11.wav,11,sad,4,2,data/images/03-01-04-01-02-01-11.png
172,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-05-01-02-01-11.wav,11,angry,5,2,data/images/03-01-05-01-02-01-11.png
173,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-06-01-02-01-11.wav,11,fear,6,2,data/images/03-01-06-01-02-01-11.png
174,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-07-01-02-01-11.wav,11,disgust,7,2,data/images/03-01-07-01-02-01-11.png
175,data/speech-emotion-recognition-ravdess-data/Actor_11/03-01-08-01-02-01-11.wav,11,surprise,8,2,data/images/03-01-08-01-02-01-11.png
176,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-01-01-01-01-12.wav,12,neutral,1,1,data/images/03-01-01-01-01-01-12.png
177,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-02-01-01-01-12.wav,12,calm,2,1,data/images/03-01-02-01-01-01-12.png
178,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-03-01-01-01-12.wav,12,happy,3,1,data/images/03-01-03-01-01-01-12.png
179,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-04-01-01-01-12.wav,12,sad,4,1,data/images/03-01-04-01-01-01-12.png
180,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-05-01-01-01-12.wav,12,angry,5,1,data/images/03-01-05-01-01-01-12.png
181,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-06-01-01-01-12.wav,12,fear,6,1,data/images/03-01-06-01-01-01-12.png
182,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-07-01-01-01-12.wav,12,disgust,7,1,data/images/03-01-07-01-01-01-12.png
183,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-08-01-01-01-12.wav,12,surprise,8,1,data/images/03-01-08-01-01-01-12.png
184,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-01-01-02-01-12.wav,12,neutral,1,2,data/images/03-01-01-01-02-01-12.png
185,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-02-01-02-01-12.wav,12,calm,2,2,data/images/03-01-02-01-02-01-12.png
186,data/speech-emotion-recognition-ravdess-data/Actor_12/03-01-03-01-02-01-12.wav,12,happy,3,2,data/images/03-01-03-01-02-01-12.png
